1  0.1000    0.0000166667  0.555660E-04  0.000000E+00  0.647171E-04
1  0.1225    0.0000204148  0.555660E-04  0.000000E+00  0.647171E-04
1  0.1450    0.0000241629  0.555660E-04  0.000000E+00  0.647171E-04
1  0.1675    0.0000279110  0.555660E-04  0.000000E+00  0.647171E-04
1  0.1900    0.0000316591  0.555660E-04  0.000000E+00  0.647171E-04
1  0.2124    0.0000354072  0.555660E-04  0.000000E+00  0.647171E-04
1  0.2349    0.0000391553  0.555660E-04  0.000000E+00  0.647171E-04
1  0.2574    0.0000429034  0.555660E-04  0.000000E+00  0.647171E-04
1  0.2799    0.0000466515  0.555660E-04  0.000000E+00  0.647171E-04
1  0.3024    0.0000503996  0.555660E-04  0.000000E+00  0.647171E-04
1  0.3249    0.0000541477  0.555660E-04  0.000000E+00  0.647171E-04
1  0.3474    0.0000578959  0.555660E-04  0.000000E+00  0.647171E-04
1  0.3699    0.0000616440  0.555660E-04  0.000000E+00  0.647171E-04
1  0.3924    0.0000653921  0.555660E-04  0.000000E+00  0.647171E-04
1  0.4148    0.0000691402  0.555660E-04  0.000000E+00  0.647171E-04
1  0.4373    0.0000728883  0.555660E-04  0.000000E+00  0.647171E-04
1  0.4598    0.0000766364  0.555660E-04  0.000000E+00  0.647171E-04
1  0.4823    0.0000803845  0.555660E-04  0.000000E+00  0.647171E-04
1  0.5048    0.0000841326  0.555660E-04  0.000000E+00  0.647171E-04
1  0.5273    0.0000878807  0.555660E-04  0.000000E+00  0.647171E-04
1  0.5498    0.0000916288  0.555660E-04  0.000000E+00  0.647171E-04
1  0.5723    0.0000953769  0.555660E-04  0.000000E+00  0.647171E-04
1  0.5948    0.0000991250  0.555660E-04  0.000000E+00  0.647171E-04
1  0.6172    0.0001028731  0.555660E-04  0.000000E+00  0.647171E-04
1  0.6397    0.0001066213  0.555660E-04  0.000000E+00  0.647171E-04
1  0.6622    0.0001103694  0.555660E-04  0.000000E+00  0.647171E-04
1  0.6847    0.0001141175  0.555660E-04  0.000000E+00  0.647171E-04
1  0.7072    0.0001178656  0.555660E-04  0.000000E+00  0.647171E-04
1  0.7297    0.0001216137  0.555660E-04  0.000000E+00  0.647171E-04
1  0.7522    0.0001253618  0.555660E-04  0.000000E+00  0.647171E-04
1  0.7747    0.0001291099  0.555660E-04  0.000000E+00  0.647171E-04
