vol                 pres
417.697             0.9736171775
417.871             0.9733902987
418.045             0.9731642586000001
418.219             0.972939046
418.393             0.9727146503000001
418.567             0.9724910606000001
418.741             0.9722682665000001
418.914             0.9720462577000001
419.088             0.9718250244000001
419.26099999999997  0.9716045572
419.435             0.971384847
419.608             0.9711658845000001
419.781             0.9709476611000001
419.954             0.9707301684
420.127             0.9705133985000001
420.3               0.9702973441000001
420.47299999999996  0.9700819980000001
420.646             0.9698673536000001
420.818             0.9696534047
420.991             0.9694401455000001
421.163             0.9692275707000001
421.336             0.9690156753000001
421.50800000000004  0.9688044549000001
421.68              0.9685939054
421.85200000000003  0.9683840233000001
422.024             0.9681748052000001
422.196             0.9679662468
422.368             0.9677583458000001
422.54              0.9675511012000001
422.711             0.9673445118000001
422.883             0.9671385764000001
423.05400000000003  0.9669332944000001
423.225             0.9667286653000001
423.397             0.9665246890000001
423.568             0.9663213657000002
423.73900000000003  0.9661186960000001
423.909             0.9659166809000002
424.08000000000004  0.9657153215000001
424.251             0.9655146195000001
424.42199999999997  0.9653145768000001
424.592             0.9651151954
424.762             0.9649164779000001
424.933             0.964718427
425.103             0.9645210435
425.27299999999997  0.9643243320000001
425.44300000000004  0.9641282967000001
425.613             0.9639329416000001
425.782             0.9637382708000001
425.952             0.9635442887000001
426.122             0.9633509997
426.291             0.9631584087
426.46              0.9629665206
426.63              0.9627753404
426.799             0.9625848738000001
426.968             0.9623951261000001
427.137             0.9622061033
427.305             0.9620178113000001
427.474             0.9618302562000001
427.64300000000003  0.9616434445000002
427.811             0.9614573826
427.98              0.9612720771000001
428.14799999999997  0.9610875349000001
428.316             0.9609037633
428.48400000000004  0.9607207693
428.652             0.9605385604000001
428.82              0.960357144
428.98699999999997  0.9601765277000001
429.15500000000003  0.9599967193000001
429.32300000000004  0.9598177267000001
429.49              0.9596395579000001
429.657             0.9594622209
429.82399999999996  0.9592857240000001
429.991             0.9591100755
430.15799999999996  0.9589352839000002
430.325             0.9587613575000001
430.49199999999996  0.9585883052000002
430.658             0.9584161348000001
430.82500000000005  0.9582448553000001
430.991             0.9580744758
431.157             0.9579050055
431.323             0.9577364535000001
431.48900000000003  0.9575688286
431.65500000000003  0.9574021401
431.82099999999997  0.9572363970000001
431.987             0.9570716085000001
432.152             0.9569077839000002
432.318             0.9567449323
432.483             0.9565830631000001
